"CLIENT_ID","CREDIT_TYPE","CREDIT_PURCHASE","PRODUCT_CODE","TERM","ORIG_AMOUNT","CURR_RATE_NVAL","VALUE_DT","OVERDUE_IND"
"2058","503","","Promo Beneficial Installment Loan","12M","15780","23.42","6/14/2019","1"
"4359","501","","Standard Installment Loan","12M","19659","23.42","7/5/2019","1"
"5313","503","","Promo Beneficial Installment Loan","18M","38095","15.65","6/14/2019","1"
"2847","503","","Promo Beneficial Installment Loan","12M","37939.78","23.42","6/14/2019","1"
"15684","503","","Promo Beneficial Installment Loan","24M","22075","15.65","6/14/2019","1"
"13739","503","","Promo Beneficial Installment Loan","24M","18129","15.65","6/14/2019","1"
"16625","501","","Standard Installment Loan","36M","147470","18.02","6/14/2019","1"
"1488","501","","Standard Installment Loan","18M","47949","17.51","6/14/2019","1"
"6388","501","","Standard Installment Loan","24M","138900","17.51","6/15/2019","1"
"12142","705","Отдых (отпуск, туризм, путешествия)","GP Direct","60M","299832","24.1","6/17/2019","1"
"4816","503","","Promo Beneficial Installment Loan","12M","41170","19.91","6/15/2019","1"
"17357","503","","Promo Beneficial Installment Loan","24M","21164","15.65","6/17/2019","1"
"18580","503","","Promo Beneficial Installment Loan","18M","83861.15","13.6","6/17/2019","1"
"9193","503","","Promo Beneficial Installment Loan","24M","29950.1","14.92","7/31/2019","1"
"14828","705","Ремонт, строительство","GP Direct","24M","59000","24.9","6/17/2019","1"
"11976","501","","Standard Installment Loan","24M","118550","18.02","6/17/2019","1"
"15179","705","Прочее (укажите)","GP Direct","51M","499018.4","19.9","6/17/2019","1"
"3089","503","","Promo Beneficial Installment Loan","10M","54026","23.4","6/17/2019","1"
"17156","705","Ремонт, строительство","GP Direct","57M","299106.5","24.1","6/18/2019","1"
"17162","707","Ремонт, строительство","GP Top-Up","60M","699344","19.7","6/19/2019","0"
"1104","704","Ремонт, строительство","GP Cross-Sale","60M","262632","23.5","6/19/2019","0"
"10670","704","Ремонт, строительство","GP Cross-Sale","60M","699800","19.7","6/20/2019","0"
"6152","704","Покупка авто (новые, б/у)","GP Cross-Sale","60M","499472","19.7","6/20/2019","0"
"16999","704","Покупка авто (новые, б/у)","GP Cross-Sale","60M","565192","19.7","6/28/2019","0"
"17565","705","Ремонт, строительство","GP Direct","24M","299800","24.1","6/24/2019","1"
"2829","704","Ремонт, строительство","GP Cross-Sale","60M","194256","24.1","6/21/2019","1"
"14132","704","Покупка мебели, бытовой техники","GP Cross-Sale","60M","700000","19.7","6/24/2019","1"
"35900","707","Ремонт, строительство","GP Top-Up","60M","106579","24.1","7/11/2019","1"
"13306","704","Ремонт, строительство","GP Cross-Sale","57M","299106.5","24.1","6/22/2019","1"
"799","704","Ремонт, строительство","GP Cross-Sale","60M","283712","24.1","6/24/2019","1"
"17742","704","Лечение, косметология","GP Cross-Sale","60M","133800","22.5","6/24/2019","0"
"10045","704","Покупка авто (новые, б/у)","GP Cross-Sale","57M","698981.5","19.7","7/17/2019","0"
"17658","704","Ремонт, строительство","GP Cross-Sale","60M","299400","24.1","6/26/2019","1"
"1715","704","Ремонт, строительство","GP Cross-Sale","57M","173431.5","23","6/24/2019","0"
"4094","705","Покупка мебели, бытовой техники","GP Direct","48M","55800","24.9","6/25/2019","1"
"14794","704","Ремонт, строительство","GP Cross-Sale","57M","257519.5","24.1","6/26/2019","1"
"4577","704","Ремонт, строительство","GP Cross-Sale","57M","319900","19.7","6/29/2019","1"
"3836","503","","Promo Beneficial Installment Loan","24M","33780","15.65","6/26/2019","0"
"9291","501","","Standard Installment Loan","24M","124408.72","18.02","6/27/2019","1"
"16763","704","Ремонт, строительство","GP Cross-Sale","57M","277399","24.1","6/27/2019","1"
"17713","707","Ремонт, строительство","GP Top-Up","60M","521377","19.7","6/29/2019","0"
"16820","707","Ремонт, строительство","GP Top-Up","48M","149721","23.3","8/26/2019","1"
"3","704","Ремонт, строительство","GP Cross-Sale","60M","299999","24.1","6/29/2019","1"
"17045","704","Ремонт, строительство","GP Cross-Sale","60M","240000","24.1","6/28/2019","0"
"16478","503","","Promo Beneficial Installment Loan","24M","70739","12.59","6/28/2019","1"
"14812","707","Ремонт, строительство","GP Top-Up","24M","199052","21.5","6/29/2019","1"
"16894","503","","Promo Beneficial Installment Loan","12M","47630.08","15.68","7/1/2019","1"
"6059","707","Ремонт, строительство","GP Top-Up","60M","199734","21.5","7/1/2019","0"
"5056","501","","Standard Installment Loan","36M","95999","16.9","7/2/2019","1"
"2113","501","","Standard Installment Loan","36M","31214","8.49","7/1/2019","0"
"14390","705","Покупка авто (новые, б/у)","GP Direct","60M","500000","19.9","7/2/2019","1"
"18880","704","Хобби, собственное дело","GP Cross-Sale","51M","124178.1","23","7/2/2019","1"
"13307","501","","Standard Installment Loan","26M","46762.7","16.9","7/4/2019","1"
"18864","707","Ремонт, строительство","GP Top-Up","48M","316200","19.7","7/6/2019","1"
"13360","704","Отдых (отпуск, туризм, путешествия)","GP Cross-Sale","57M","499044","19.7","7/5/2019","1"
"17505","704","Покупка авто (новые, б/у)","GP Cross-Sale","57M","179144","24.1","7/6/2019","1"
"3099","707","Ремонт, строительство","GP Top-Up","60M","499691","19.7","7/6/2019","0"
"15105","705","Ремонт, строительство","GP Direct","60M","175800","24.1","7/8/2019","1"
"16603","503","","Promo Beneficial Installment Loan","24M","39969","10.33","7/8/2019","1"
"5749","704","Ремонт, строительство","GP Cross-Sale","60M","499800","19.7","7/8/2019","1"
"18745","707","Ремонт, строительство","GP Top-Up","60M","499148","19.7","7/10/2019","1"
"2317","503","","Promo Beneficial Installment Loan","12M","15007.8","19.91","7/11/2019","1"
"3229","704","Ремонт, строительство","GP Cross-Sale","57M","499272.5","19.7","9/12/2019","0"
"1105","707","Покупка авто (новые, б/у)","GP Top-Up","60M","699791","19.7","7/15/2019","0"
"9011","707","Ремонт, строительство","GP Top-Up","60M","247585.52","23.5","7/15/2019","1"
"23298","704","Ремонт, строительство","GP Cross-Sale","60M","416000","19.7","7/20/2019","0"
"17892","503","","Promo Beneficial Installment Loan","12M","49476.6","19.91","7/15/2019","1"
"1042","704","Ремонт, строительство","GP Cross-Sale","57M","465797.25","19.7","7/17/2019","1"
"1718","707","Ремонт, строительство","GP Top-Up","57M","199177.74","21.5","7/18/2019","0"
"4133","704","Ремонт, строительство","GP Cross-Sale","57M","110594","22.5","7/17/2019","0"
"16757","503","","Promo Beneficial Installment Loan","24M","36761","12.59","7/16/2019","1"
"15022","503","","Promo Beneficial Installment Loan","24M","126963","10.33","7/17/2019","1"
"20657","707","Ремонт, строительство","GP Top-Up","60M","699012","19.7","7/17/2019","0"
"16538","501","","Standard Installment Loan","24M","68800","16.9","7/18/2019","1"
"13159","707","","GP Top-Up","48M","499999.17","17.5","7/17/2019","1"
"15045","501","","Standard Installment Loan","14M","21419","15.66","7/19/2019","1"
"13126","704","Покупка авто (новые, б/у)","GP Cross-Sale","60M","499800","19.7","7/22/2019","1"
"5424","704","Покупка мебели, бытовой техники","GP Cross-Sale","60M","200000","21.5","7/22/2019","0"
"5559","707","Покупка недвижимости","GP Top-Up","60M","699393","19.7","7/19/2019","0"
"17328","707","Покупка мебели, бытовой техники","GP Top-Up","48M","499161","19.7","7/19/2019","1"
"31104","704","Ремонт, строительство","GP Cross-Sale","48M","151769.6","24.1","7/24/2019","1"
"11742","705","Ремонт, строительство","GP Direct","36M","87640","22.1","7/24/2019","1"
"15807","707","Прочее (укажите)","GP Top-Up","57M","356895.29","19.7","7/25/2019","0"
"18537","707","Ремонт, строительство","GP Top-Up","57M","299914.25","23.5","7/25/2019","1"
"3787","704","Покупка недвижимости","GP Cross-Sale","60M","385392","19.7","7/26/2019","1"
"11378","704","Ремонт, строительство","GP Cross-Sale","36M","199800","21.5","7/26/2019","1"
"12173","501","","Standard Installment Loan","36M","97841","16.9","7/27/2019","1"
"17562","501","","Standard Installment Loan","24M","74247","15","7/29/2019","1"
"17144","704","Подарки","GP Cross-Sale","60M","126800","21.5","8/6/2019","0"
"23565","707","Ремонт, строительство","GP Top-Up","60M","328994","19.7","8/1/2019","1"
"2800","707","Подарки","GP Top-Up","24M","81002","21.5","8/1/2019","1"
"1979","704","Отдых (отпуск, туризм, путешествия)","GP Cross-Sale","57M","699800","19.7","8/5/2019","1"
"5504","704","Ремонт, строительство","GP Cross-Sale","57M","199709","24.1","8/5/2019","1"
"14141","707","Прочее (укажите)","GP Top-Up","60M","499956","19.7","8/5/2019","0"
"16622","501","","Standard Installment Loan","36M","26034","15.66","8/6/2019","1"
"23568","704","Ремонт, строительство","GP Cross-Sale","60M","521800","19.7","8/7/2019","0"
"10634","705","Хобби, собственное дело","GP Direct","39M","299706","23.1","8/7/2019","0"
"4891","704","Ремонт, строительство","GP Cross-Sale","57M","650996.5","19.7","8/8/2019","0"
"23430","704","Ремонт, строительство","GP Cross-Sale","60M","312232","19.7","8/9/2019","0"
"31500","704","Ремонт, строительство","GP Cross-Sale","57M","344806.5","17.9","8/9/2019","0"
"18479","707","Ремонт, строительство","GP Top-Up","60M","269480.5","23.5","8/19/2019","0"
"9592","704","Ремонт, строительство","GP Cross-Sale","60M","499800","19.7","8/10/2019","0"
"5481","707","Отдых (отпуск, туризм, путешествия)","GP Top-Up","48M","199888","24.1","8/15/2019","1"
"15176","503","","Promo Beneficial Installment Loan","24M","45024","15.65","8/12/2019","1"
"5804","704","Ремонт, строительство","GP Cross-Sale","57M","481906.5","19.7","8/30/2019","0"
"5223","704","Ремонт, строительство","GP Cross-Sale","57M","287681.5","23","8/26/2019","1"
"17670","707","Лечение, косметология","GP Top-Up","57M","199780.98","24.1","8/24/2019","0"
"6361","707","Ремонт, строительство","GP Top-Up","60M","511233","19.7","8/16/2019","0"
"23888","704","Покупка мебели, бытовой техники","GP Cross-Sale","36M","148988","23.3","8/16/2019","1"
"4536","707","Ремонт, строительство","GP Top-Up","57M","199446.23","24.1","8/19/2019","1"
"15822","704","Ремонт, строительство","GP Cross-Sale","60M","215556","23","8/19/2019","0"
"10692","707","Ремонт, строительство","GP Top-Up","57M","401072.34","19.7","8/21/2019","0"
"31187","704","Ремонт, строительство","GP Cross-Sale","60M","516832","19.7","8/23/2019","0"
"15695","704","Прочее (укажите)","GP Cross-Sale","39M","101336","23.5","8/22/2019","1"
"15289","705","Прочее (укажите)","GP Direct","24M","65800","24.1","8/23/2019","0"
"3149","503","","Promo Beneficial Installment Loan","10M","12375","22.48","8/24/2019","1"
"4680","707","Ремонт, строительство","GP Top-Up","60M","367246","19.7","8/24/2019","0"
"18325","704","Покупка мебели, бытовой техники","GP Cross-Sale","57M","153690.24","23","8/30/2019","0"
"13682","503","","Promo Beneficial Installment Loan","24M","19277.1","10.33","8/30/2019","1"
"5578","707","Ремонт, строительство","GP Top-Up","60M","699504","19.7","9/12/2019","0"
"9007","704","Ремонт, строительство","GP Cross-Sale","57M","191940","23","9/3/2019","0"
"5072","704","","GP Cross-Sale","36M","117640","22.9","9/3/2019","0"
"23629","704","Ремонт, строительство","GP Cross-Sale","57M","159950","24.1","9/21/2019","1"
"4868","707","Ремонт, строительство","GP Top-Up","60M","440417","19.7","9/9/2019","0"
"14331","704","Ремонт, строительство","GP Cross-Sale","57M","402160","19.7","9/7/2019","0"
"18884","707","Ремонт, строительство","GP Top-Up","48M","499199","19.7","9/9/2019","0"
"16689","707","Ремонт, строительство","GP Top-Up","57M","459567","19.7","9/18/2019","0"
"15156","704","Ремонт, строительство","GP Cross-Sale","36M","127704","24.1","9/13/2019","1"
